Unnamed: 0,Наименование ДП,"Макс. ПДЗ за 2019 год, дней","Сред. ПДЗ за 2019 год, дней","Кол-во просрочек свыше 5-ти дней за 2019 год, шт.","Общая сумма ПДЗ свыше 5-ти дней за 2019 год, руб.","Кол-во раз ПДЗ за 2019 год, шт.","2016, Нематериальные активы, RUB","2017, Нематериальные активы, RUB","2018, Нематериальные активы, RUB","2016, Основные средства , RUB","2017, Основные средства , RUB","2018, Основные средства , RUB","2016, Внеоборотные активы, RUB","2017, Внеоборотные активы, RUB","2018, Внеоборотные активы, RUB","2016, Дебиторская задолженность, RUB","2017, Дебиторская задолженность, RUB","2018, Дебиторская задолженность, RUB","2016, Оборотные активы, RUB","2017, Оборотные активы, RUB","2018, Оборотные активы, RUB","2016, Уставный капитал , RUB","2017, Уставный капитал , RUB","2018, Уставный капитал , RUB","2016, Капитал и резервы, RUB","2017, Капитал и резервы, RUB","2018, Капитал и резервы, RUB","2016, Заёмные средства (долгосрочные), RUB","2017, Заёмные средства (долгосрочные), RUB","2018, Заёмные средства (долгосрочные), RUB","2016, Долгосрочные обязательства, RUB","2017, Долгосрочные обязательства, RUB","2018, Долгосрочные обязательства, RUB","2016, Заёмные средства (краткосрочные), RUB","2017, Заёмные средства (краткосрочные), RUB","2018, Заёмные средства (краткосрочные), RUB","2016, Кредиторская задолженность, RUB","2017, Кредиторская задолженность, RUB","2018, Кредиторская задолженность, RUB","2016, Краткосрочные обязательства, RUB","2017, Краткосрочные обязательства, RUB","2018, Краткосрочные обязательства, RUB","2016, Выручка, RUB","2017, Выручка, RUB","2018, Выручка, RUB","2016, Себестоимость продаж, RUB","2017, Себестоимость продаж, RUB","2018, Себестоимость продаж, RUB","2016, Прибыль (убыток) до налогообложения , RUB","2017, Прибыль (убыток) до налогообложения , RUB","2018, Прибыль (убыток) до налогообложения , RUB","2016, Прибыль (убыток) от продажи, RUB","2017, Прибыль (убыток) от продажи, RUB","2018, Прибыль (убыток) от продажи, RUB"
265,265,18,9.0,8,1340233.949044586,12,0.0,0.0,0.0,5635668.789808917,4029936.305732484,7724840.764331209,5635668.789808917,4029936.305732484,7724840.764331209,18673248.40764331,25157324.84076433,23875159.23566879,40798726.11464968,50871974.52229299,56281528.66242038,12738.85350318471,12738.85350318471,12738.85350318471,13917197.4522293,15061783.43949044,14273248.40764331,0.0,0.0,0.0,0.0,0.0,0.0,3910191.082802548,6488535.031847133,4714649.681528662,28606369.42675159,33351592.3566879,45018471.33757962,32516560.50955414,39840127.38853503,49733121.01910828,160386624.2038217,157017197.4522293,209549044.5859872,149668789.8089172,146452229.299363,193597452.2292994,4200636.942675159,1443312.101910828,2222929.936305732,4519745.222929936,2117834.394904458,2880254.777070064
266,266,0,0.0,0,0.0,0,216560.5095541401,21749681.52866242,29140764.33121019,69099363.05732484,80164331.21019109,92810828.0254777,75357961.78343949,107107643.3121019,127266878.9808917,4559872.611464968,65520382.16560509,87485350.31847133,48091719.74522293,117836942.6751592,198359235.6687898,6369.426751592357,6369.426751592357,6369.426751592357,-4250955.414012739,-18126751.59235669,860509.5541401274,100955414.0127388,74419745.22292994,112572611.4649681,101003821.656051,75766878.98089172,115214649.6815287,14869426.75159236,98519745.22292994,135152866.2420382,11826751.59235669,68785350.31847133,71837579.61783439,26696178.34394904,167305095.5414013,209550955.4140128,83677707.00636943,90501910.82802548,291450318.4713376,46070700.63694267,52319108.28025477,167736305.7324841,-5115286.624203822,-16852866.24203822,11900000.0,813375.7961783439,-4837579.617834395,40706369.42675159
267,267,0,0.0,0,0.0,0,0.0,0.0,0.0,9307643.31210191,0.0,11774522.29299363,9307643.31210191,0.0,12329299.36305732,6282802.5477707,0.0,16229299.36305732,20768152.86624204,0.0,34717834.39490446,6369.426751592357,0.0,6369.426751592357,20279617.83439491,0.0,25599363.05732484,0.0,0.0,5965605.095541401,207643.3121019108,0.0,6266878.980891719,0.0,0.0,391719.7452229299,7370063.694267516,0.0,12430573.24840764,9588535.031847134,0.0,15180891.71974522,73928025.477707,0.0,160261783.4394904,59992993.63057324,0.0,145022292.9936306,7973248.407643312,0.0,7264331.210191082,7961783.439490446,0.0,1881528.662420382
268,268,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79963057.32484075,56900000.0,65987898.08917197,120189171.9745223,77448407.6433121,77385987.2611465,6369.426751592357,6369.426751592357,6369.426751592357,8410191.082802547,8673248.407643313,9902547.770700635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111778980.8917197,68775159.2356688,67483439.49044585,111778980.8917197,68775159.2356688,67483439.49044585,746015923.5668789,483755414.0127388,490577707.0063694,730944585.9872612,468838853.5031847,477657961.7834395,857961.7834394904,885987.2611464967,1557961.78343949,403184.7133757962,3135031.847133758,1642038.21656051
269,269,0,0.0,0,0.0,0,39490.44585987261,0.0,19108.28025477707,575163057.3248408,0.0,591433757.9617834,588360509.5541401,0.0,602878343.9490446,124090445.8598726,0.0,131800000.0,574340764.3312101,0.0,780749044.5859872,63694.26751592357,0.0,63694.26751592357,892066242.0382165,0.0,1109170063.694268,0.0,0.0,0.0,29266242.03821656,0.0,15301910.82802548,0.0,0.0,0.0,227013375.7961784,0.0,238459235.6687898,241368789.8089172,0.0,259155414.0127389,1028452229.299363,0.0,2554920382.165605,940666242.0382164,0.0,2324527388.535032,-34660509.55414013,0.0,178631847.1337579,45347770.70063694,0.0,136321019.1082802
270,270,55,5.272727272727272,3,1.114649681528662,22,0.0,0.0,31847.13375796178,4235668.789808917,12228025.47770701,40026751.59235669,4238853.503184713,12237579.6178344,41061783.43949044,8784076.433121018,16918471.33757962,37079617.8343949,14916560.50955414,30101910.82802548,100673248.4076433,7643.312101910828,7643.312101910828,7643.312101910828,575796.178343949,2116560.50955414,5114649.681528662,0.0,0.0,19107643.31210191,636.9426751592356,37579.6178343949,20247133.75796178,0.0,1430573.248407643,0.0,18531847.13375796,38221656.05095541,115078343.9490446,18578980.89171974,40185350.31847133,116373885.3503185,118031847.133758,316755414.0127388,423678980.8917197,113603821.656051,298915286.6242038,388537579.6178344,646496.8152866241,1926114.649681529,3779617.834394904,485350.3184713376,2352866.242038216,1326114.649681529
271,271,18,13.66666666666667,3,43005.17834394904,3,0.0,0.0,0.0,5133757.961783439,0.0,0.0,5133757.961783439,0.0,0.0,8407643.31210191,0.0,0.0,21830573.24840764,0.0,0.0,0.0,0.0,0.0,19178343.94904459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5013375.796178344,0.0,0.0,2738853.503184713,0.0,0.0,7786624.203821655,0.0,0.0,22078343.94904459,0.0,0.0,21550955.41401274,0.0,0.0,382802.5477707007,0.0,0.0,527388.5350318471,0.0,0.0
272,272,9,5.0,5,2699131.350318471,11,0.0,0.0,0.0,750352229.299363,802117197.4522293,746138216.5605096,778239490.4458598,826550318.4713376,767643949.044586,87196178.34394903,24495541.40127388,27233121.01910828,287985987.2611465,150856050.955414,145326751.5923567,373885350.3184713,636942675.1592356,636942675.1592356,757717834.3949044,953092356.687898,884078980.8917197,0.0,0.0,0.0,3821.656050955414,4458.598726114649,4458.598726114649,0.0,0.0,0.0,307501910.8280255,21599363.05732484,23952866.24203822,308505095.5414013,24308917.19745223,28887261.14649681,0.0,31828662.42038216,135488535.0318471,0.0,80825477.70700637,203372611.4649681,-24473248.40764331,-109489171.9745223,-133119108.2802548,-25096178.34394904,-104821656.0509554,-124485350.3184713
273,273,0,0.0,0,0.0,0,0.0,17834.3949044586,0.0,0.0,0.0,1593630.573248408,21656.05095541401,17834.3949044586,1607643.312101911,2692993.630573248,6398726.114649681,6339490.445859873,27729299.36305732,42529936.30573248,65268789.8089172,0.0,0.0,0.0,23105095.54140127,36454140.12738854,54547133.75796178,0.0,1318471.337579618,0.0,0.0,1318471.337579618,0.0,1573248.407643312,0.0,0.0,3072611.464968153,4775159.23566879,12329299.36305732,4645859.872611465,4775159.23566879,12329299.36305732,221926114.6496815,278060509.5541401,275200636.9426752,206745859.8726114,253566878.9808917,248794267.5159236,11749044.58598726,20759872.61146497,23960509.55414013,15180254.77707006,24493630.57324841,26406369.42675159
274,274,7,2.8125,2,2670277.76433121,16,0.0,0.0,0.0,23579617.83439491,23154777.07006369,25259872.61146497,23579617.83439491,23154777.07006369,25259872.61146497,17528025.47770701,55684713.37579618,72901910.82802548,97092356.68789808,164988535.0318471,172810828.0254777,63694.26751592357,63694.26751592357,63694.26751592357,33302547.77070064,42717834.39490446,52700636.94267516,0.0,0.0,0.0,0.0,0.0,0.0,170700.6369426752,1273.885350318471,0.0,87198726.11464968,145424840.7643312,145370063.6942675,87369426.75159235,145426114.6496815,145370063.6942675,260289808.9171974,393808280.2547771,605309554.1401274,236364968.1528662,357747133.7579617,475577707.0063694,10422292.99363057,11793630.57324841,56430573.24840764,5703184.713375796,12036305.73248408,51050955.41401274
275,275,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8079617.834394904,11465605.0955414,9535031.847133758,8084713.375796178,17927388.53503185,18737579.6178344,0.0,0.0,0.0,2079617.834394904,3840127.388535032,7375796.178343949,0.0,0.0,0.0,0.0,0.0,0.0,26751.5923566879,1436942.675159235,1575159.23566879,5978343.949044586,12650318.47133758,9786624.203821655,6005095.541401274,14087261.14649682,11361783.43949044,57973885.35031847,196089171.9745223,259157961.7834395,55338853.50318471,192926114.6496815,253051592.3566879,2592356.687898089,2642038.216560509,5493630.573248408,2635031.847133758,3163057.324840764,6106369.426751592
276,276,0,0.0,0,0.0,0,0.0,0.0,0.0,1933121.01910828,2967515.923566879,2233121.01910828,1933121.01910828,3820382.165605095,3467515.923566879,3215923.566878981,4947770.700636943,7513375.796178344,35172611.46496815,44537579.6178344,41579617.8343949,63694.26751592357,63694.26751592357,63694.26751592357,578980.8917197452,7102547.770700636,6264968.152866242,0.0,8242675.159235668,1452866.242038216,0.0,9438216.560509551,2640764.331210191,0.0,7085987.261146497,4768789.808917197,36526751.59235669,24710191.08280255,31351592.3566879,36526751.59235669,31817197.4522293,36141401.27388535,42268789.8089172,75344585.98726115,77178343.94904459,37850955.41401274,64827388.53503185,69747770.70063694,690445.8598726115,8194904.458598725,-131847.1337579618,2998726.114649681,6251592.356687898,1004458.598726115
277,277,0,0.0,0,0.0,0,0.0,0.0,0.0,57523566.87898089,113368152.866242,152808917.1974522,57526114.64968152,114893630.5732484,154346496.8152866,36322929.93630573,46978980.89171974,39926751.59235669,63092993.63057324,211621019.1082802,209961783.4394904,32077070.06369426,32077070.06369426,32077070.06369426,35507006.36942675,41771337.57961784,48991082.80254777,54905095.54140128,142991082.8025478,173915286.6242038,54905095.54140128,142991082.8025478,173915286.6242038,1966878.98089172,10978343.94904458,19778343.94904459,27994267.51592357,130773885.3503185,121099363.0573248,30207006.36942675,141752229.299363,141401910.8280255,17721656.05095541,536925477.7070063,611407643.3121018,12973885.35031847,518886624.2038217,573349044.5859872,-2635668.789808917,9116560.50955414,9035668.789808916,-849681.5286624203,13288535.03184713,32429936.30573248
278,278,3,2.0,0,0.0,2,0.0,0.0,0.0,736942.6751592356,1222292.993630573,4720382.165605095,736942.6751592356,1222292.993630573,15892356.68789809,2490445.859872611,10047133.75796178,44947133.75796178,24859872.61146497,52695541.40127389,88521019.10828026,9554.140127388537,9554.140127388537,9554.140127388537,364331.2101910828,9570700.636942675,22987898.08917197,0.0,0.0,31847133.75796178,0.0,0.0,31847133.75796178,0.0,0.0,0.0,25232484.07643312,43375796.17834394,47191082.80254777,25232484.07643312,44347133.75796178,49578343.94904459,127700636.9426752,196522929.9363057,245666242.0382166,111112101.910828,157197452.2292994,204679617.8343949,461783.4394904458,11286624.20382166,17120382.16560509,524840.7643312102,10938853.50318471,17556050.95541401
279,279,6,6.0,1,459.7452229299362,1,0.0,0.0,0.0,0.0,0.0,14154140.12738854,0.0,0.0,14154140.12738854,0.0,0.0,15285987.2611465,0.0,0.0,38427388.53503185,0.0,0.0,6369.426751592357,0.0,0.0,11559872.61146497,0.0,0.0,4239490.445859873,0.0,0.0,4239490.445859873,0.0,0.0,1920382.165605096,0.0,0.0,34861783.43949044,0.0,0.0,36782165.60509554,0.0,0.0,263960509.5541401,0.0,0.0,221590445.8598726,0.0,0.0,16271974.52229299,0.0,0.0,17115923.56687898
280,280,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,40127.38853503185,0.0,0.0,185987.2611464968,76459235.6687898,88531847.13375796,114603184.7133758,88937579.61783439,101449681.5286624,119028025.477707,133757.9617834395,133757.9617834395,133757.9617834395,6503184.713375796,9671337.579617834,12394904.45859872,0.0,0.0,0.0,0.0,0.0,8280.254777070064,9868152.866242038,21801910.82802548,20789808.91719745,72206369.42675158,69976433.12101911,85828025.477707,82434394.9044586,91778343.9490446,106810828.0254777,516179617.8343949,783342038.2165605,938545222.9299364,504526114.6496815,764814012.7388535,918708280.2547772,3190445.859872611,3966242.03821656,5031210.191082803,5717197.4522293,6458598.726114649,8022929.936305732
281,281,1,1.0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,285987.2611464968,0.0,0.0,292356.6878980892,7766242.03821656,12254777.07006369,3452866.242038216,72261783.43949044,86419745.22292994,79405732.48407643,636942.6751592356,636942.6751592356,636942.6751592356,40565605.0955414,44401910.82802548,46914012.7388535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1910828.025477707,7643312.101910828,31696178.34394904,40107006.36942675,25140764.33121019,31696178.34394904,42017834.39490446,32784076.43312101,282243949.044586,272031210.1910828,265712101.910828,254783439.4904459,249682802.5477707,245561783.4394904,5961783.439490446,6351592.356687898,4996178.343949044,4788535.031847133,6277707.006369427,6408280.25477707
282,282,1,1.0,0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,301910.8280254777,329936.3057324841,1239490.445859873,762420.3821656051,864331.2101910828,1695541.401273885,0.0,0.0,0.0,59872.61146496815,328025.4777070063,508280.25477707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78343.94904458598,702547.7707006369,536305.7324840764,1108917.197452229,702547.7707006369,536305.7324840764,1187261.146496815,30212101.91082802,66133121.01910828,84452229.29936305,30132484.07643312,65859872.61146496,84208280.25477707,66878.98089171974,336305.7324840764,224840.7643312102,79617.83439490445,273248.4076433121,243949.0445859873
283,283,14,4.4,2,0.0382165605095541,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68152.86624203822,6369.426751592357,6319745.222929936,3928662.420382165,6369.426751592357,17817834.39490446,19310828.02547771,0.0,0.0,0.0,6369.426751592357,309554.1401273885,1986624.203821656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3286624.203821656,7479617.834394904,0.0,14221656.05095541,9913375.796178345,0.0,17508280.25477707,17392993.63057325,0.0,188022292.9936306,269521656.0509554,0.0,187249681.5286624,267068789.8089172,0.0,384076.4331210191,2111464.968152866,0.0,772611.4649681528,2452866.242038216
284,284,854,112.46875,22,34551022.24203821,32,1459507643.312102,1372907643.312102,868067515.9235668,61542403184.71337,86208807006.36943,109702410191.0828,69704178980.89172,94390531210.19109,114769276433.121,5619202547.7707,9958615923.56688,14775882802.54777,6590460509.55414,12127401910.82803,15698559872.61146,25533757.96178344,25533757.96178344,73003184.71337579,-4074055414.012738,11145433757.96178,48885052866.24204,24153160509.55414,74404531847.13376,63057324840.76433,26262482165.60509,79568831210.19109,69680356050.95541,50076140127.38853,24919108.28025478,671843949.044586,3716719745.22293,15522515286.6242,10806401273.88535,54106212738.8535,15803668152.86624,11902427388.53503,7705137579.617834,38872870700.63694,79949955414.01274,4755339490.44586,15427522929.93631,26009707006.36943,-1130553503.184713,18102644585.98726,48217526114.64968,2064354777.070064,22731485350.31847,52764721656.05096
285,285,42,19.46153846153846,35,8885906.70700637,39,0.0,0.0,0.0,10536305.73248408,23200000.0,36768152.86624204,11265605.0955414,23580891.71974522,36989808.91719745,4631847.133757962,14829299.36305732,15514649.68152866,47382802.5477707,152933121.0191083,202038216.5605096,382165.6050955414,382165.6050955414,382165.6050955414,4309554.140127389,10274522.29299363,17182165.60509554,0.0,0.0,22356687.89808917,0.0,0.0,22356687.89808917,103184.7133757962,0.0,0.0,54235668.78980891,166239490.4458599,199489171.9745223,54338216.56050956,166239490.4458599,199489171.9745223,233788535.0318471,543650955.4140127,732302547.7707006,206677707.0063694,528522929.9363057,717498726.1146497,4978980.891719745,7611464.968152866,8819745.222929936,4442675.159235668,14689808.91719745,14803821.65605095
286,286,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1928025.477707007,0.0,0.0,19625477.70700637,0.0,0.0,3843949.044585987,0.0,0.0,20781528.66242038,0.0,0.0,636942.6751592356,0.0,0.0,4589171.974522293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35817834.39490446,0.0,0.0,35817834.39490446,0.0,0.0,67688535.03184713,0.0,0.0,53018471.33757962,0.0,0.0,3609554.140127388,0.0,0.0,7505732.484076433
287,287,0,0.0,0,0.0,0,16018471.33757962,8537579.617834395,16831847.13375796,123360279617.8344,154274256687.8981,177326426114.6497,125731588535.0318,155649510191.0828,178118915923.5669,15287975796.17834,22881222929.9363,51956484076.43312,26844400000.0,47727449681.52866,54835294267.51592,72961783.43949044,72961783.43949044,72961783.43949044,14698207643.3121,48075975159.23566,115839380891.7197,127742636942.6752,40781877707.00637,50606687898.08917,131022614012.7388,47461478343.94904,57836163057.32484,0.0,94951369426.7516,42820587898.08917,6611098726.11465,12379384713.3758,15928904458.59873,6855166878.980891,107839506369.4267,59278666242.03822,41907224203.82166,92909052866.24203,150323788535.0318,9698149044.585987,21306575159.23567,46642010191.0828,19758670063.69427,46506889171.97452,92876392993.63055,24250570063.69427,52911446496.81528,96297435668.7898
288,288,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,964968.152866242,0.0,0.0,964968.152866242,0.0,0.0,4112101.910828026,0.0,0.0,6185987.261146497,0.0,0.0,0.0,0.0,0.0,1330573.248407643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5820382.165605095,0.0,0.0,5820382.165605095,0.0,0.0,97189171.9745223,0.0,0.0,96168789.8089172,0.0,0.0,934394.9044585988,0.0,0.0,1020382.165605095
289,289,1,1.0,0,0.0,6,0.0,0.0,0.0,0.0,127388.5350318471,17636305.73248408,0.0,127388.5350318471,18040764.33121019,910828.0254777068,127801273.8853503,175652229.299363,9878343.949044583,470821019.1082802,653486624.2038217,6369.426751592357,6369.426751592357,6369.426751592357,6369.426751592357,53115923.56687898,68826751.59235668,0.0,201254777.0700637,229299363.0573248,0.0,201254777.0700637,229299363.0573248,0.0,55510191.08280255,23109554.14012739,9871974.522292994,154278980.8917197,345438216.5605096,9871974.522292994,216577707.0063694,373401273.8853503,5236305.732484076,1170382165.605095,1499284713.375796,5233757.961783439,916680254.77707,1360544585.987261,0.0,14743949.04458599,19054140.12738853,1910.828025477707,163072611.4649681,61645222.92993631
290,290,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73248.4076433121,0.0,2936942.675159235,17604458.59872611,17664968.15286624,13648407.6433121,46135668.78980891,54919108.28025477,12738.85350318471,12738.85350318471,12738.85350318471,422292.9936305732,8301910.828025477,26028025.47770701,0.0,0.0,0.0,0.0,0.0,0.0,3184.713375796178,3184.713375796178,3184.713375796178,13222292.99363057,37861783.43949044,28742038.21656051,13225477.70700637,37907006.36942675,28891082.80254777,39855414.01273885,419496815.2866242,592261783.4394904,37494904.45859873,386668789.8089172,539908280.2547771,512738.8535031847,10042038.21656051,22221656.05095541,528025.4777070064,10342675.15923567,22378343.94904459
291,291,0,0.0,0,0.0,0,0.0,0.0,0.0,408917.1974522293,1564968.152866242,7228025.477707006,408917.1974522293,1564968.152866242,7228025.477707006,8284713.375796178,261172611.4649681,17942038.21656051,9941401.27388535,274084713.3757961,70675159.2356688,6369.426751592357,6369.426751592357,6369.426751592357,1125477.707006369,4714012.738853503,6944585.987261146,59235.66878980892,805095.5414012738,11563694.26751592,59235.66878980892,805095.5414012738,11563694.26751592,0.0,26114.64968152866,17307643.31210191,9165605.0955414,270103184.7133758,42087261.14649681,9165605.0955414,270129299.3630573,59394904.45859873,188295541.4012739,398067515.9235669,501656687.8980892,185022292.9936306,384340764.3312102,484531847.133758,1257961.78343949,4486624.203821656,2691719.74522293,1287898.089171974,4954777.070063694,6015923.566878981
292,292,6,2.0,1,0.0063694267515923,5,0.0,0.0,0.0,856687.898089172,1036305.732484076,2558598.72611465,870700.6369426751,1050318.47133758,2596178.343949045,4738853.503184713,4265605.095541401,3204458.598726115,8954140.127388535,6578980.891719745,7038216.560509554,63694.26751592357,63694.26751592357,63694.26751592357,968789.8089171974,2657961.78343949,1932484.076433121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1266878.98089172,8856050.955414012,4971337.579617835,6435031.847133758,8856050.955414012,4971337.579617835,7701910.828025477,103760509.5541401,115164331.2101911,110412101.910828,85249681.52866241,92465605.0955414,77841401.27388535,2046496.815286624,3710828.025477707,3162420.382165605,2484713.375796178,3977070.063694268,4569426.751592357
293,293,0,0.0,0,0.0,0,0.0,0.0,0.0,271337.5796178344,205095.5414012739,5915923.566878981,271337.5796178344,205095.5414012739,5915923.566878981,1777707.006369427,4972611.464968152,10473248.40764331,13348407.6433121,21802547.77070064,32796815.2866242,6369.426751592357,6369.426751592357,6369.426751592357,2619745.222929936,2784713.375796178,3510828.025477707,0.0,0.0,0.0,0.0,0.0,0.0,5095541.401273885,10110191.08280255,9917197.4522293,5904458.598726114,9112738.853503184,25284713.37579618,11000000.0,19222929.93630573,35201910.82802548,130295541.4012739,159587261.1464968,219490445.8598726,121242675.1592357,148875796.178344,206000000.0,728662.4203821656,206369.4267515924,907643.3121019108,1310191.082802548,1142675.159235669,1728025.477707007
294,294,4,1.421052631578947,0,0.0,19,0.0,0.0,0.0,0.0,0.0,192993.6305732484,0.0,0.0,192993.6305732484,0.0,28152866.24203822,13957961.78343949,0.0,37924203.82165605,36831847.13375797,0.0,0.0,0.0,0.0,761783.4394904458,1529299.363057325,0.0,0.0,8026114.649681528,0.0,0.0,8026114.649681528,0.0,0.0,0.0,0.0,37163057.32484076,27469426.75159236,0.0,37163057.32484076,27469426.75159236,0.0,141180254.77707,226969426.7515924,0.0,141062420.3821656,227732484.0764331,0.0,789171.974522293,748407.6433121018,0.0,117834.3949044586,-763057.3248407643
295,295,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,4426751.592356687,0.0,0.0,4426751.592356687,29936.30573248408,165605.0955414013,156687.898089172,188535.0318471337,347133.7579617834,2561146.496815287,6369.426751592357,6369.426751592357,63694.26751592357,76433.12101910828,123566.8789808917,315286.6242038216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,428025.4777070063,112101.9108280255,223566.8789808917,6244585.987261146,112101.9108280255,223566.8789808917,6672611.464968152,3229299.363057325,6115923.566878981,14619745.22292994,3163057.324840764,6035031.847133758,14375796.17834395,46496.8152866242,58598.72611464968,168789.8089171975,66242.03821656051,80891.71974522293,243949.0445859873
296,296,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,12773885.35031847,9187898.089171974,0.0,12931210.1910828,9512101.910828026,0.0,32097452.22929936,91827388.53503184,6369.426751592357,210992993.6305732,350673248.4076433,0.0,6369.426751592357,6369.426751592357,6369.426751592357,24437579.6178344,54640127.38853503,0.0,26845222.9299363,15905095.54140127,0.0,26845222.9299363,15905095.54140127,0.0,64338853.50318471,58082802.5477707,0.0,108302547.7707006,231556687.8980892,0.0,172641401.2738853,289640127.388535,0.0,533278343.9490446,444426751.5923567,0.0,465615286.6242038,304207006.3694267,0.0,30266242.03821656,30161146.49681529,0.0,37313375.79617834,59928025.47770701
297,297,12,3.75,1,1534.133757961783,8,0.0,0.0,0.0,0.0,0.0,1715923.566878981,0.0,0.0,1715923.566878981,0.0,0.0,10670700.63694268,0.0,0.0,18484076.43312101,0.0,0.0,6369.426751592357,0.0,0.0,3021656.050955414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82802.54777070064,0.0,0.0,16992356.68789809,0.0,0.0,17178343.94904459,0.0,0.0,83294904.45859872,0.0,0.0,76803821.65605095,0.0,0.0,2862420.382165605,0.0,0.0,3899363.057324841
298,298,5,1.6,0,0.0,20,0.0,0.0,0.0,0.0,0.0,5195541.401273885,0.0,0.0,5195541.401273885,0.0,2755414.012738853,3688535.031847134,0.0,5419745.222929936,5940127.388535032,0.0,0.0,0.0,0.0,1175796.178343949,1349681.52866242,0.0,0.0,253503.1847133758,0.0,0.0,2610828.025477707,0.0,669426.7515923567,636.9426751592356,0.0,3574522.29299363,7173885.350318471,0.0,4243949.044585987,7174522.29299363,0.0,90287898.08917198,235849681.5286624,0.0,88888535.03184713,234639490.4458598,0.0,1460509.554140127,1331847.133757962,0.0,1399363.057324841,1210191.082802548
299,299,0,0.0,0,0.0,0,0.0,0.0,0.0,1064331.210191083,1205732.484076433,917197.4522292992,1064331.210191083,1205732.484076433,917197.4522292992,2688535.031847134,6120382.165605095,7160509.554140127,8652866.242038216,14408917.19745223,19239490.44585987,0.0,0.0,0.0,1193630.573248408,2643949.044585987,3097452.229299363,0.0,0.0,0.0,0.0,0.0,0.0,980254.7770700636,541401.2738853503,21019.10828025477,7542675.159235668,12429299.36305732,17038216.56050956,8522929.936305732,12970700.63694268,17059235.66878981,34773885.35031847,42929936.30573248,44130573.24840764,33073248.40764331,40736305.73248407,43361783.43949044,1484076.433121019,1802547.770700637,582802.5477707007,1700636.942675159,2193630.573248408,768789.8089171974
300,300,1,1.0,0,0.0,3,0.0,0.0,0.0,0.0,4346496.815286624,4323566.878980892,0.0,4346496.815286624,4323566.878980892,0.0,505732.4840764331,4633757.961783439,0.0,13003184.7133758,12653503.18471338,0.0,70063.69426751592,70063.69426751592,0.0,425477.7070063694,892993.6305732484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14986624.20382166,10898089.17197452,0.0,1937579.617834395,5185987.261146497,0.0,16924203.82165605,16084076.43312102,0.0,24887261.14649681,40815286.62420382,0.0,24308917.19745223,38780891.71974522,0.0,444585.9872611465,584076.433121019,0.0,578343.9490445859,758598.7261146497
301,301,15,3.392857142857143,15,15488025.47770701,56,0.0,0.0,571356050.9554139,0.0,0.0,10584057961.78344,0.0,0.0,16129379617.83439,0.0,0.0,657973885.3503184,0.0,0.0,8335702547.7707,0.0,0.0,398089.1719745223,0.0,0.0,-10479283439.49045,0.0,0.0,30248859235.66879,0.0,0.0,30767700000.0,0.0,0.0,2509757961.783439,0.0,0.0,1077945859.872612,0.0,0.0,4176665605.095541,0.0,0.0,11011880254.77707,0.0,0.0,6493701910.828025,0.0,0.0,-3868376433.121019,0.0,0.0,3760543949.044586
302,302,8,2.882352941176471,4,71948.84076433121,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62420.38216560509,59081528.66242038,73987261.14649682,464331.2101910828,94639490.44585986,108081528.6624204,0.0,6369.426751592357,6369.426751592357,135668.7898089172,7915923.566878981,15145222.9299363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11004458.59872611,16156050.95541401,328025.4777070063,75719108.28025478,76780254.77707006,328025.4777070063,86723566.87898089,92936305.73248409,22330573.24840764,397707006.3694267,646705732.4840764,22110191.08280255,370889171.9745223,598515923.5668789,191082.8025477707,10396815.2866242,10386624.20382166,220382.1656050956,13788535.03184713,16978980.89171974
