Unnamed: 0,Наименование ДП,"Макс. ПДЗ за 2019 год, дней","Сред. ПДЗ за 2019 год, дней","Кол-во просрочек свыше 5-ти дней за 2019 год, шт.","Общая сумма ПДЗ свыше 5-ти дней за 2019 год, руб.","Кол-во раз ПДЗ за 2019 год, шт.","Макс. ПДЗ за 2020 год, дней","Сред. ПДЗ за 2020 год, дней","Кол-во просрочек свыше 5-ти дней за 2020 год, шт.","Общая сумма ПДЗ свыше 5-ти дней за 2020 год, руб.","Кол-во раз ПДЗ за 2020 год, шт.","Оценка потенциала контрагента 1, руб.","Оценка потенциала контрагента 2, руб.",Статус,"2016, Нематериальные активы, RUB","2017, Нематериальные активы, RUB","2018, Нематериальные активы, RUB","2019, Нематериальные активы, RUB","2020, Нематериальные активы, RUB","2016, Основные средства , RUB","2017, Основные средства , RUB","2018, Основные средства , RUB","2019, Основные средства , RUB","2020, Основные средства , RUB","2016, Внеоборотные активы, RUB","2017, Внеоборотные активы, RUB","2018, Внеоборотные активы, RUB","2019, Внеоборотные активы, RUB","2020, Внеоборотные активы, RUB","2016, Дебиторская задолженность, RUB","2017, Дебиторская задолженность, RUB","2018, Дебиторская задолженность, RUB","2019, Дебиторская задолженность, RUB","2020, Дебиторская задолженность, RUB","2016, Оборотные активы, RUB","2017, Оборотные активы, RUB","2018, Оборотные активы, RUB","2019, Оборотные активы, RUB","2020, Оборотные активы, RUB","2016, Уставный капитал , RUB","2017, Уставный капитал , RUB","2018, Уставный капитал , RUB","2019, Уставный капитал , RUB","2020, Уставный капитал , RUB","2016, Капитал и резервы, RUB","2017, Капитал и резервы, RUB","2018, Капитал и резервы, RUB","2019, Капитал и резервы, RUB","2020, Капитал и резервы, RUB","2016, Заёмные средства (долгосрочные), RUB","2017, Заёмные средства (долгосрочные), RUB","2018, Заёмные средства (долгосрочные), RUB","2019, Заёмные средства (долгосрочные), RUB","2020, Заёмные средства (долгосрочные), RUB","2016, Долгосрочные обязательства, RUB","2017, Долгосрочные обязательства, RUB","2018, Долгосрочные обязательства, RUB","2019, Долгосрочные обязательства, RUB","2020, Долгосрочные обязательства, RUB","2016, Заёмные средства (краткосрочные), RUB","2017, Заёмные средства (краткосрочные), RUB","2018, Заёмные средства (краткосрочные), RUB","2019, Заёмные средства (краткосрочные), RUB","2020, Заёмные средства (краткосрочные), RUB","2016, Кредиторская задолженность, RUB","2017, Кредиторская задолженность, RUB","2018, Кредиторская задолженность, RUB","2019, Кредиторская задолженность, RUB","2020, Кредиторская задолженность, RUB","2016, Краткосрочные обязательства, RUB","2017, Краткосрочные обязательства, RUB","2018, Краткосрочные обязательства, RUB","2019, Краткосрочные обязательства, RUB","2020, Краткосрочные обязательства, RUB","2016, Выручка, RUB","2017, Выручка, RUB","2018, Выручка, RUB","2019, Выручка, RUB","2020, Выручка, RUB","2016, Себестоимость продаж, RUB","2017, Себестоимость продаж, RUB","2018, Себестоимость продаж, RUB","2019, Себестоимость продаж, RUB","2020, Себестоимость продаж, RUB","2016, Прибыль (убыток) до налогообложения , RUB","2017, Прибыль (убыток) до налогообложения , RUB","2018, Прибыль (убыток) до налогообложения , RUB","2019, Прибыль (убыток) до налогообложения , RUB","2020, Прибыль (убыток) до налогообложения , RUB","2016, Прибыль (убыток) от продажи, RUB","2017, Прибыль (убыток) от продажи, RUB","2018, Прибыль (убыток) от продажи, RUB","2019, Прибыль (убыток) от продажи, RUB","2020, Прибыль (убыток) от продажи, RUB",Факт. 20,Факт. 21,Факт.32,Факт.31,Факт.23,Факт 24,Факт 27,Факт 33,Факт 28,Факт 29,Факт 30,Факт 40,Факт 41,Факт 42,Факт 46,Факт 48,Факт 49,Факт 50,Факт 51,Факт 54,Факт 55,Факт 56,Факт 57,Факт 58,Факт 59,Факт 60,Факт 37,Факт 39,Факт 1,Факт 2,Факт 3,Факт 7,Факт 12,Факт 14,Факт 15,Факт 16,Итого,ПДЗ 1-30,ПДЗ 31-90,ПДЗ 91-365,ПДЗ более 365
254,414,0,0.0,0,0.0,0,31,19.42857142857143,25,96570284.82802548,28,0.0,30000000.0,Действующая,171319108.2802548,189651592.3566879,243321656.0509554,234155414.0127389,0.0,5362682802.547771,5615426114.649681,6028128662.420382,6061486624.203821,0.0,7049436942.675159,6818773248.407643,7766191719.745223,9157288535.031849,0.0,12146227388.53503,12185271974.52229,10380640127.38853,11169992993.63057,0.0,22041525477.707,20227354140.12739,19413509554.14013,23455703821.65605,0.0,3296241401.273885,3646393630.573248,3754641401.273885,3927243949.044586,0.0,8826054777.070063,10641068152.86624,13086547133.75796,14515545859.87261,0.0,54062420.3821656,193414012.7388535,239057324.8407643,0.0,0.0,1367994267.515924,794196815.2866242,4893165605.095541,8201137579.617834,0.0,0.0,0.0,320731847.1337579,2078101273.88535,0.0,18071601273.88535,14904027388.53503,8180219745.22293,6938933757.961783,0.0,18896913375.79618,15610862420.38217,9199988535.031849,9896308917.197453,0.0,14431943949.04459,13828404458.59873,14108797452.2293,14192429936.30573,0.0,11642438853.50318,11304580254.77707,10756535668.78981,9897873885.35032,0.0,2051141401.273885,1983034394.904459,2773022292.99363,3331700000.0,0.0,2272927388.535032,2035354140.127388,2837064968.152866,3760803821.656051,0.0,,,,,,,,,,,,,,,,,5.0,,5.0,,,,,,,,,,,,,,,,,,10.0,0,0,0,1
255,415,0,0.0,0,0.0,0,0,0.0,0,0.0,0,113743312.1019108,6369426.751592357,Действующая,0.0,0.0,0.0,0.0,0.0,3185350.318471338,2398726.114649681,1994904.458598726,1301910.828025478,950318.4713375797,4577070.063694268,3817197.452229299,3985350.318471337,3315286.624203822,2780891.719745223,67293630.5732484,82552229.29936305,137652229.299363,123393630.5732484,137345222.9299363,150183439.4904459,200379617.8343949,196394267.5159236,214481528.6624204,249828025.477707,6369.426751592357,6369.426751592357,6369.426751592357,6369.426751592357,6369.426751592357,133445859.8726115,166654140.1273885,167546496.8152866,167044585.9872611,196059235.6687898,0.0,0.0,0.0,0.0,0.0,90445.85987261146,72611.46496815287,52866.24203821656,789808.9171974522,176433.1210191083,0.0,0.0,1311464.968152866,0.0,0.0,19876433.12101911,35800000.0,30033121.01910828,48651592.3566879,54072611.46496815,21224203.82165605,37470063.69426751,32780254.77707006,49962420.3821656,56373248.40764331,869673885.3503184,962346496.8152866,1299798089.171974,1565587898.089172,1261279617.834395,752430573.2484076,856574522.2929935,1188583439.490446,1440875796.178344,1129417834.394904,61645222.9299363,49622292.99363057,40343949.04458599,25433757.96178344,51273885.35031847,59654777.0700637,41168789.80891719,35568789.80891719,38513375.79617834,53720382.16560509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
256,418,7,2.91743119266055,11,1118251.414012739,109,17,5.251101321585903,87,7008628.458598726,227,2377707.006369427,3057324.840764331,Действующая,0.0,0.0,0.0,0.0,0.0,4026751.592356688,5250318.471337579,4704458.598726114,4152866.242038216,4524203.821656051,4053503.184713376,5277070.063694268,4704458.598726114,4152866.242038216,4524203.821656051,3631847.133757961,2829936.305732484,6650318.471337579,4400636.942675159,1617197.452229299,7382165.605095541,7414649.681528662,13329936.30573248,15615923.56687898,14173248.40764331,0.0,0.0,0.0,0.0,0.0,4929299.363057325,5263694.267515923,6058598.726114649,6694904.458598725,7515923.566878981,1799363.057324841,1550955.414012739,2095541.401273885,2719745.222929936,4291719.74522293,1799363.057324841,1550955.414012739,2095541.401273885,2719745.222929936,4291719.74522293,0.0,582802.5477707007,0.0,1259235.668789809,15923.56687898089,4707006.369426752,5294267.515923567,9880254.777070064,9094904.458598724,6714649.681528662,4707006.369426752,5877070.063694268,9880254.777070064,10354140.12738854,6889808.917197452,51479617.8343949,57570700.63694267,73888535.03184713,68049681.52866241,49473885.35031847,50857961.78343949,56671337.57961784,72420382.1656051,66521019.10828025,49340764.33121019,500000.0,450318.4713375796,1057324.840764331,867515.9235668789,1062420.382165605,621656.050955414,899363.0573248407,1468152.866242038,1528662.420382166,133121.0191082802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0
257,420,0,0.0,0,0.0,0,0,0.0,0,0.0,0,636942.6751592356,1910828.025477707,Действующая,0.0,0.0,0.0,0.0,0.0,7157961.78343949,6593630.573248408,5708280.25477707,5224203.821656051,4382165.605095541,7157961.78343949,6593630.573248408,5708280.25477707,5224203.821656051,4382165.605095541,16619108.28025478,21578980.89171974,15512738.85350318,10389808.91719745,16227388.53503185,54352866.24203821,54056050.95541401,47429936.30573248,49209554.14012738,65066242.03821656,6369.426751592357,6369.426751592357,6369.426751592357,6369.426751592357,6369.426751592357,2801910.828025477,4059235.668789809,4653503.184713376,5017197.4522293,5590445.859872611,7388535.031847133,8047770.700636942,6456050.955414012,9886624.203821655,12504458.59872611,7388535.031847133,8047770.700636942,6456050.955414012,9886624.203821655,12504458.59872611,0.0,815286.6242038216,0.0,1266242.03821656,0.0,51320382.16560509,47727388.53503185,42028662.42038216,38263694.26751592,51353503.18471337,51320382.16560509,48542675.15923566,42028662.42038216,39529936.30573248,51353503.18471337,98910828.0254777,127491719.7452229,84594904.45859872,84704458.59872611,93242038.21656051,85243949.04458599,113202547.7707006,71649681.52866241,70522929.93630573,79735031.84713376,1075796.178343949,1938853.503184713,942675.1592356688,558598.7261146497,836305.7324840764,2139490.445859873,3224840.76433121,2110828.025477707,2919745.222929936,2086624.203821656,,,,,,,,,,,,,,,,,5.0,,,5.0,,,,,,,,,,,,,,,,,10.0,0,1,0,0
258,421,6,2.75,1,45287.83439490445,4,3,1.5,0,0.0,4,6369426.751592357,6369426.751592357,Действующая,4458.598726114649,4458.598726114649,3821.656050955414,3184.713375796178,2547.770700636942,1180891.719745223,1301273.885350318,1378980.891719745,2649044.585987261,2283439.49044586,1967515.923566879,2154140.127388535,2195541.401273885,3859872.611464968,3015923.566878981,143743949.044586,142178343.9490446,137837579.6178344,136022292.9936306,140727388.5350319,167325477.7070064,162659872.6114649,161489171.9745223,159751592.3566879,156536942.6751592,5095.541401273885,5095.541401273885,5095.541401273885,5095.541401273885,5095.541401273885,157531847.1337579,153912101.910828,152221656.0509554,149233121.0191083,149833757.9617834,0.0,0.0,0.0,0.0,0.0,13375.79617834395,36305.73248407643,31210.19108280255,75796.17834394904,75159.2356687898,0.0,0.0,0.0,0.0,0.0,9213375.796178345,7746496.815286624,8417834.394904459,11282165.60509554,6756687.898089171,11747770.70063694,10865605.0955414,11431847.13375796,14302547.77070064,9643949.044585986,174817834.3949045,199304458.5987261,210206369.4267516,205065605.0955414,194715923.566879,152520382.1656051,181243312.1019108,194562420.3821656,190675159.2356688,180328025.477707,23165605.0955414,18656687.89808917,16602547.77070064,12950318.47133758,13610191.08280255,21148407.6433121,17020382.16560509,14461146.49681529,13139490.44585987,13386624.20382166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
259,423,6,4.125,1,690212.7006369426,8,3,2.0,0,0.0,5,0.0,15923566.87898089,Действующая,252229.2993630573,0.0,0.0,0.0,0.0,928295541.4012738,842003184.7133758,1106505095.541401,1271776433.121019,1205245859.872612,966870063.6942676,888828662.4203821,1162870700.636943,1330391082.802548,1215504458.598726,30832484.07643312,21099363.05732484,158064968.1528662,200320382.1656051,87363057.32484075,203686624.2038217,263516560.5095541,604563057.3248408,701388535.0318471,901059235.6687896,636942675.1592356,636942675.1592356,636942675.1592356,636942675.1592356,636942675.1592356,1140712738.853503,1106327388.535032,1063215286.624204,1374294267.515924,1315837579.617834,0.0,0.0,660761146.4968152,599205095.5414013,750873248.4076433,1132484.076433121,1450318.47133758,662335031.8471338,601152866.2420382,751090445.8598726,0.0,19162420.3821656,0.0,0.0,0.0,26155414.01273885,23165605.0955414,40699363.05732484,50659872.61146497,43963694.26751592,28711464.96815287,44567515.92356688,41883439.49044586,56332484.07643312,49635031.84713376,0.0,276505095.5414013,447185987.2611465,662695541.4012738,581123566.8789809,0.0,205373885.3503185,450112101.910828,666805095.5414013,575047133.7579618,0.0,-42595541.40127388,-52529299.36305732,-20095541.40127388,-222021656.0509554,0.0,-38626751.59235669,-8520382.165605094,-18568789.8089172,-9158598.72611465,,,,,,,,,,10.0,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,15.0,0,0,0,0
260,424,15,11.64,25,12437923.38853503,25,34,7.666666666666667,23,9108529.222929934,51,15923566.87898089,6369426.751592357,Действующая,0.0,0.0,0.0,0.0,0.0,1614772611.464968,1469085350.318471,2039011464.968153,2686367515.923567,2416991719.745223,1614998089.171974,1469272611.464968,2039166878.980892,2686650318.471337,2418266242.038217,841335668.7898089,854741401.2738854,1091204458.598726,3898138853.503185,2817606369.426752,1069128025.477707,1108698726.11465,1494586624.203822,4845805095.541401,3555416560.509554,636942.6751592356,636942.6751592356,636942.6751592356,326114649.6815286,326114649.6815286,618703184.7133758,626200636.9426751,750396178.343949,717987898.089172,868582802.5477706,134681528.6624204,0.0,399117197.4522293,2115952866.242038,750580891.7197452,172400000.0,42982802.5477707,474429299.3630573,2183626114.649682,803908917.1974522,304324840.7643312,0.0,114649.6815286624,517666878.9808917,447002547.7707006,1588698089.171974,1908787898.089172,2308813375.796178,4113174522.292994,3854188535.031847,1893022929.936306,1908787898.089172,2308928025.477707,4630841401.273885,4301191082.802547,4642624840.764331,5175908917.197452,7212398726.11465,13162663057.32484,14503341401.27389,4122838216.560509,5121523566.878981,7047499363.057324,13040614649.68153,13850901273.88535,566944585.9872612,27038853.50318471,159492356.6878981,186423566.8789809,197578343.9490446,492149681.5286624,29752866.24203822,116724203.821656,58212101.91082802,591966242.0382166,,,,,,,,,,,,,,,,,5.0,,,,,,,,5.0,5.0,,,,,,,,,,,15.0,1,0,0,0
261,427,0,0.0,0,0.0,0,16,4.142857142857143,5,1358574.388535032,21,7961783.439490446,7965605.095541401,Действующая,1910.828025477707,636.9426751592356,0.0,0.0,0.0,101358598.7261146,89007643.3121019,84194267.51592356,173532484.0764331,156556687.8980892,141494267.5159236,145000636.9426751,128510828.0254777,236110191.0828025,190944585.9872611,47495541.40127388,47482165.60509554,61074522.29299363,39405732.48407643,41754777.0700637,111021019.1082803,101654140.1273885,114131210.1910828,97216560.50955412,129149044.5859873,17673885.35031847,17673885.35031847,17673885.35031847,17673885.35031847,17673885.35031847,52722929.93630573,55656050.95541401,58282165.60509554,70273248.4076433,69864331.21019109,106281528.6624204,109110828.0254777,117219745.2229299,182507643.3121019,143777070.0636943,112436942.6751592,114834394.9044586,121543312.1019108,188460509.5541401,149550318.4713376,2709554.140127388,687898.0891719745,394904.4585987261,2215286.624203822,17294904.45859873,82501273.88535032,72232484.07643312,57980891.71974522,67164968.15286624,78262420.3821656,87355414.01273885,76164331.21019109,62816560.50955414,74592993.63057324,100678980.8917197,291350955.4140127,328805732.4840764,348171337.5796178,355615286.6242038,376805095.5414013,207508280.2547771,234694267.5159236,246919108.2802548,245738216.5605095,290026114.6496815,4344585.987261146,5015286.624203822,9619108.280254778,19264331.21019108,7464331.210191082,26798089.17197452,26201273.88535032,30229299.36305732,38355414.01273885,18603821.65605095,,,,,,,,,,,,,,,,,,10.0,,5.0,,,,,,,,,,,,,,,,,15.0,0,0,0,0
262,430,0,0.0,0,0.0,0,21,5.523809523809524,8,1949157.197452229,21,1592356.687898089,1592356.687898089,Действующая,0.0,0.0,0.0,0.0,0.0,51982802.5477707,0.0,68462420.3821656,97258598.72611465,97573248.4076433,59223566.87898089,0.0,76215923.56687897,105021019.1082803,105607643.3121019,17299363.05732484,0.0,55642038.21656051,106110828.0254777,118647133.7579618,88386624.20382166,0.0,180317197.4522293,438640764.3312102,618533121.0191083,1239490.445859873,0.0,1239490.445859873,1239490.445859873,1239490.445859873,62771337.57961784,0.0,68533757.96178344,77316560.50955413,81016560.50955413,0.0,0.0,0.0,0.0,0.0,13225477.70700637,0.0,14925477.70700637,18430573.24840764,24334394.9044586,21754777.07006369,0.0,81040764.33121018,115438853.5031847,174959872.6114649,49858598.72611465,0.0,92033121.01910828,332475796.178344,443829936.3057325,71613375.79617834,0.0,173073885.3503185,447914649.6815286,618789808.9171975,383913375.7961783,0.0,560519745.22293,641226114.6496814,713528662.4203821,381967515.9235669,0.0,558733757.9617834,608050318.4713376,711415923.5668789,2454140.127388535,0.0,1064968.152866242,11450955.41401274,5895541.401273885,1716560.50955414,0.0,1782165.605095541,33174522.29299363,2106369.426751592,,,,,,,,,,,,,,,,,5.0,,,5.0,,,,,,,,,,,,,,,,,10.0,0,0,0,0
263,431,33,33.0,1,0.0063694267515923,1,0,0.0,0,0.0,0,12101910.82802548,4394904.458598725,Действующая,0.0,0.0,0.0,0.0,0.0,8805732.484076433,8252229.299363057,9644585.987261146,14374522.29299363,25728025.47770701,8805732.484076433,8252229.299363057,9644585.987261146,14374522.29299363,25728025.47770701,11535031.84713376,24885987.2611465,37157961.78343949,16474522.29299363,40886624.20382165,65000636.94267516,81645859.87261146,62306369.42675159,39356050.95541401,112014012.7388535,127388.5350318471,127388.5350318471,127388.5350318471,127388.5350318471,127388.5350318471,5236942.675159235,6763057.324840765,13036942.67515923,20546496.81528663,35444585.98726115,1181528.662420382,0.0,0.0,0.0,0.0,1181528.662420382,0.0,0.0,0.0,0.0,4081528.662420382,2694904.458598726,0.0,0.0,843949.0445859872,63242038.21656051,80440127.38853502,58914012.7388535,33184076.43312102,101453503.1847134,67387898.08917198,83135031.84713376,58914012.7388535,33184076.43312102,102297452.2292994,227527388.5350318,223989808.9171974,347662420.3821656,284724840.7643312,453022929.9363057,210133121.0191083,197980254.77707,292129936.3057325,210133757.9617834,317771337.5796178,301273.8853503185,2331847.133757962,7909554.140127388,9474522.29299363,18552229.29936306,157324.8407643312,5079617.834394904,7385350.318471338,6284076.433121019,21535668.78980892,,,,,,,,,,,,,,,,,5.0,,,,,,,,,5.0,,,,,,,,,,,10.0,0,0,0,0
264,432,14,5.538461538461538,4,1050782.624203822,13,18,8.761904761904763,29,11465256.07643312,42,3184713.375796178,3184713.375796178,Действующая,693630.5732484076,529936.3057324841,408917.1974522293,964331.2101910828,1145222.929936306,10374522.29299363,8910191.082802547,29454777.07006369,30658598.72611465,37532484.07643312,11068152.86624204,11066242.03821656,31434394.9044586,33214012.7388535,44701273.88535032,13836305.73248408,30336305.73248408,13773248.40764331,206367515.9235669,219294904.4585987,43644585.98726115,66659872.61146496,95806369.42675158,291778343.9490446,377575159.2356688,6369.426751592357,6369.426751592357,6369.426751592357,6369.426751592357,6369.426751592357,12622929.93630573,16224840.76433121,36856050.95541401,58705095.54140127,70371974.52229299,17760509.55414013,13689171.97452229,32715286.62420382,0.0,114649681.5286624,17760509.55414013,13689171.97452229,32715286.62420382,0.0,123555414.0127389,3900636.942675159,31454140.12738853,7200000.0,139678980.8917197,9937579.617834397,20428662.42038216,16357961.78343949,33281528.66242038,62456687.89808917,140401910.8280255,24329299.36305732,47812101.91082802,57669426.75159235,266287261.1464968,228349044.5859872,147038853.5031847,163433121.0191083,356184713.3757961,436889171.9745223,778512738.8535031,124303821.656051,135284713.3757962,289045859.8726115,350679617.8343949,614664331.210191,4095541.401273885,4535031.847133758,30649044.58598726,32117197.4522293,33879617.8343949,9381528.662420385,12460509.55414013,41468152.86624204,47750318.47133758,30607006.36942675,,,,,,,,,,,,,,,,,5.0,,,5.0,,,,,,5.0,,,,,,,,,,,15.0,0,0,1,0
265,433,15,6.125,9,2306805.414012739,16,21,8.125,5,700396.0191082802,8,4458598.726114649,4458598.726114649,Действующая,0.0,0.0,0.0,0.0,0.0,16480254.77707006,16071337.57961783,10204458.59872611,4310191.082802547,13858598.72611465,16480254.77707006,16071337.57961783,10204458.59872611,4310191.082802547,13858598.72611465,231256687.8980892,659147770.7006369,430553503.1847134,520435031.8471338,877359235.6687897,394593630.5732484,921226114.6496814,818759235.6687897,854673248.4076433,1178007643.312102,63694.26751592357,63694.26751592357,63694.26751592357,63694.26751592357,63694.26751592357,100861146.4968153,177577707.0063694,141087898.089172,192496815.2866242,569685350.3184713,1932484.076433121,0.0,0.0,3184713.375796178,0.0,1932484.076433121,0.0,0.0,3184713.375796178,0.0,13407006.36942675,422929.9363057325,112101.9108280255,132484.076433121,150318.4713375796,294873885.3503184,759296178.343949,687763694.2675159,663169426.7515923,622030573.2484076,308280891.7197452,759719745.22293,687876433.1210191,663301910.8280255,622180891.7197452,954232484.0764332,2283182165.605095,973982165.6050956,1622625477.707006,2494428025.477707,879235031.8471338,2175495541.401274,817647770.7006369,1463855414.012739,2068369426.751592,57087261.14649681,95895541.40127388,103552866.2420382,145181528.6624204,321475796.178344,7319745.222929936,34710828.02547771,78468152.86624204,62561146.49681529,250552866.2420382,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,5.0,0,0,0,0
266,434,0,0.0,0,0.0,0,0,0.0,0,0.0,0,9554140.127388537,9554140.127388537,Действующая,0.0,0.0,0.0,0.0,0.0,286651592.3566879,335052229.299363,348188535.0318471,351785987.2611465,530668789.8089172,309789171.9745223,373792356.6878981,408298726.1146497,448824840.7643312,578085987.2611464,60677707.00636943,67949681.52866241,30914649.68152866,36473248.40764331,69199363.05732484,315873248.4076433,253540127.388535,214168789.8089172,271073885.3503184,228242675.1592357,3821656.050955414,3821656.050955414,3821656.050955414,3821656.050955414,3821656.050955414,613220382.1656051,609908917.1974522,592352229.299363,639501910.8280255,742791082.8025477,0.0,0.0,0.0,0.0,0.0,1586624.203821656,1964968.152866242,4349044.585987261,5354777.070063694,6916560.50955414,0.0,0.0,0.0,0.0,12949681.52866242,9916560.50955414,13906369.42675159,23675796.17834395,71707643.3121019,39005095.54140127,10855414.01273885,15458598.72611465,25766242.03821656,75042038.21656051,56621019.10828025,525814012.7388535,137366242.0382166,184908280.2547771,345943312.1019108,556728025.477707,333878343.9490446,121349681.5286624,171492356.6878981,266992993.6305732,393552866.2420382,153756050.955414,-3414012.738853503,-15835668.78980892,58270063.69426751,131872611.4649681,160822292.9936306,-5961783.439490446,-7500000.0,51329936.30573248,135323566.8789809,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,5.0,0,0,0,0
267,437,0,0.0,0,0.0,0,0,0.0,0,0.0,0,955414.0127388536,1910828.025477707,Действующая,0.0,0.0,0.0,0.0,0.0,2911464.968152866,2375796.178343949,1798089.171974522,1194904.458598726,600636.9426751592,2914012.738853503,2375796.178343949,1798089.171974522,1194904.458598726,603184.7133757961,9695541.401273886,13836942.67515923,9436942.675159236,19496815.2866242,13796178.34394904,50292993.63057324,83156050.95541401,106530573.2484076,140750955.4140127,142495541.4012739,191082.8025477707,191082.8025477707,191082.8025477707,191082.8025477707,191082.8025477707,4317197.4522293,20356687.89808917,24166878.98089172,51470063.69426751,62761146.49681529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1273.885350318471,384076.4331210191,384076.4331210191,23470700.63694267,21363057.32484076,17197452.22929936,17197452.22929936,19007006.36942675,25419108.28025478,43812101.91082802,66963057.32484076,72894267.51592356,60945859.87261146,48889808.91719745,65175159.23566879,84160509.55414012,90091719.74522293,79952866.24203822,398525477.7070063,477842675.1592357,383545222.9299363,249042675.1592357,251659872.6114649,384170063.6942675,448529936.3057325,363792356.6878981,231812101.910828,227812101.910828,2204458.598726115,16505095.54140127,4763694.267515924,6270700.636942675,4479617.834394904,4589808.917197452,2243949.044585987,5603184.713375796,7512101.910828025,6071974.522292993,,,,,,,,,,,,,,,,,5.0,,,,,,,,5.0,5.0,,,,,,,,,,,15.0,0,1,0,0
268,438,30,6.875,2,437775.4649681528,8,10,5.5,1,0.0063694267515923,2,1910828.025477707,1910828.025477707,Действующая,0.0,0.0,0.0,0.0,0.0,0.0,97452.22929936304,2580254.777070064,3252229.299363057,2355414.012738853,0.0,97452.22929936304,2580254.777070064,3252229.299363057,2355414.012738853,14560509.55414013,11122929.93630573,19510828.02547771,14159235.66878981,16971974.52229299,15385350.31847134,17177707.00636943,45301273.88535032,50489171.97452229,68251592.35668789,6369.426751592357,6369.426751592357,0.0,0.0,0.0,216560.5095541401,791082.8025477707,6681528.662420382,10440127.38853503,22301273.88535032,0.0,0.0,0.0,3915286.624203822,2999363.057324841,0.0,0.0,1902547.770700637,4944585.987261146,3008917.197452229,0.0,0.0,7006.369426751592,127388.5350318471,127388.5350318471,15168789.8089172,16484076.43312102,39290445.85987261,38229299.36305732,45169426.75159235,15168789.8089172,16484076.43312102,39297452.22929936,38356687.89808917,45296815.2866242,54628025.47770701,77156687.89808917,61829936.30573248,67768789.8089172,55969426.75159235,51318471.33757962,71378343.94904459,59045859.87261146,63231210.1910828,47702547.77070063,454777.0700636943,723566.8789808917,6410828.025477706,4280891.719745222,12084713.37579618,533121.0191082802,719108.280254777,2784076.433121019,4537579.617834395,8266878.980891719,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,5.0,0,0,0,0
269,439,0,0.0,0,0.0,0,2,2.0,0,0.0,2,3184713.375796178,3184713.375796178,Действующая,0.0,0.0,0.0,0.0,0.0,1908917.197452229,10894904.45859873,20988535.03184713,20627388.53503185,22909554.14012739,1912101.910828025,10894904.45859873,21117834.39490446,20641401.27388535,22970700.63694267,3665605.095541401,15091719.74522293,11798089.17197452,36623566.87898089,73801273.88535032,20173885.35031847,51490445.85987261,52945859.87261146,105187261.1464968,200122292.9936306,0.0,0.0,0.0,0.0,0.0,222929.9363057325,622929.9363057325,13768152.86624204,29114649.68152866,35038216.56050956,18490445.85987261,54012101.91082802,49864968.15286624,72907643.3121019,141622929.9363057,18507006.36942675,54021019.10828025,53217197.4522293,77001273.88535032,151704458.5987261,-591719.7452229299,264331.2101910828,39490.44585987261,3821.656050955414,3821.656050955414,3947770.700636942,7476433.121019108,6246496.815286624,19708917.19745223,36347133.75796178,3356050.955414013,7740764.33121019,7078980.891719745,19712738.85350318,36350955.41401274,44008917.19745222,85701910.82802548,148080254.77707,300383439.4904459,565964968.1528662,42973248.40764331,82433121.01910828,143600000.0,295153503.1847134,562965605.0955414,324203.8216560509,421019.1082802548,560509.5541401274,2563694.267515923,3163057.324840764,1035668.789808917,3268789.808917197,4480254.777070063,5229936.305732484,2999363.057324841,,,,,,,,,,,,,,,,,5.0,,,5.0,,,,,,5.0,,,,,,,,,,,15.0,0,0,0,0
270,441,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,86624203.82165605,Действующая,0.0,0.0,973252229.299363,950007006.3694268,879399363.0573248,0.0,0.0,42379438853.50318,44297929936.30573,40409223566.87898,0.0,0.0,59943473885.35032,64298161146.49681,63079342038.21656,0.0,0.0,10749680891.71975,17667301910.82803,34325700000.0,0.0,0.0,17499752866.24204,24070631210.19108,40260000000.0,0.0,0.0,9968789.808917196,2557714012.738853,10170063.69426752,0.0,0.0,63333936942.67516,75810287261.1465,94951121019.10828,0.0,0.0,1808199363.057325,1808199363.057325,0.0,0.0,0.0,3508540764.33121,3747116560.509554,2388113375.796178,0.0,0.0,1031031847.133758,0.0,1808199363.057325,0.0,0.0,4063038853.503184,3488101910.828025,3655468152.866242,0.0,0.0,10600749044.58599,8811389171.974522,6000107643.312101,0.0,0.0,4580054777.070064,23754436305.73248,38126110191.0828,0.0,0.0,4447282802.547771,11138414649.68153,12583184076.43312,0.0,0.0,-3781729299.363057,10088655414.01274,19492629936.30573,0.0,0.0,-1684928662.420382,10305743949.04459,21984331847.13376,,,,,,,,,,,,,,,,,5.0,,,5.0,,,,,,5.0,,,,,,,,,,,15.0,1,1,1,1
